ProductID,SubCategoryID,ProductName
OFF-AP-10004233,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
FUR-CH-10004754,Chairs,"Global Stack Chair with Arms, Black"
OFF-PA-10000809,Paper,Xerox 206
FUR-FU-10002878,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
TEC-PH-10002624,Phones,Samsung Galaxy S4 Mini
TEC-PH-10002885,Phones,Apple iPhone 5
TEC-PH-10000895,Phones,Polycom VVX 310 VoIP phone
TEC-MA-10000488,Machines,Bady BDG101FRU Card Printer
OFF-PA-10003729,Paper,Xerox 1998
OFF-AP-10001005,Appliances,Honeywell Quietcare HEPA Air Cleaner
FUR-CH-10000988,Chairs,Hon Olson Stacker Stools
FUR-FU-10001986,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR-FU-10004973,Furnishings,Flat Face Poster Frame
OFF-ST-10000464,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
OFF-PA-10000528,Paper,Xerox 1981
OFF-PA-10003129,Paper,Tops White Computer Printout Paper
OFF-AR-10003631,Art,Staples in misc. colors
OFF-BI-10002133,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
TEC-PH-10004959,Phones,Classic Ivory Antique Telephone ZL1810
FUR-BO-10001918,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
FUR-FU-10001617,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
TEC-PH-10002824,Phones,Jabra SPEAK 410 Multidevice Speakerphone
OFF-PA-10003309,Paper,Xerox 211
OFF-ST-10002554,Storage,Tennsco Industrial Shelving
OFF-AR-10002067,Art,Newell 334
FUR-TA-10004175,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
FUR-TA-10004767,Tables,Safco Drafting Table
OFF-EN-10002621,Envelopes,Staple envelope
OFF-LA-10003714,Labels,Avery 510
FUR-FU-10001889,Furnishings,Ultra Door Pull Handle
OFF-AR-10003723,Art,Avery Hi-Liter Fluorescent Desk Style Markers
OFF-PA-10000241,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
OFF-AR-10001446,Art,Newell 309
OFF-BI-10001359,Binders,GBC DocuBind TL300 Electric Binding System
OFF-EN-10001749,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
OFF-BI-10004390,Binders,GBC DocuBind 200 Manual Binding Machine
TEC-PH-10004924,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
FUR-CH-10000155,Chairs,Global Comet Stacking Armless Chair
OFF-BI-10001757,Binders,Pressboard Hanging Data Binders for Unburst Sheets
FUR-FU-10004093,Furnishings,Hand-Finished Solid Wood Document Frame
FUR-FU-10001037,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
OFF-PA-10001878,Paper,Xerox 1891
TEC-MA-10003674,Machines,Hewlett-Packard Deskjet 5550 Printer
OFF-LA-10003190,Labels,Avery 474
TEC-PH-10001809,Phones,Panasonic KX T7736-B Digital phone
OFF-BI-10003091,Binders,GBC DocuBind TL200 Manual Binding Machine
FUR-CH-10003981,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
OFF-ST-10002562,Storage,Staple magnet
TEC-PH-10004345,Phones,Cisco SPA 502G IP Phone
TEC-PH-10001198,Phones,Avaya 4621SW VoIP phone
OFF-PA-10001972,Paper,Xerox 214
TEC-PH-10002483,Phones,Motorola Moto X
FUR-BO-10000468,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
TEC-AC-10001284,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
OFF-BI-10002082,Binders,GBC Twin Loop Wire Binding Elements
OFF-ST-10001505,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
OFF-AR-10004582,Art,BIC Brite Liner Grip Highlighters
TEC-AC-10002842,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
OFF-AP-10004785,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
TEC-AC-10002217,Accessories,Imation Clip USB flash drive - 8 GB
OFF-BI-10002954,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF-AP-10003281,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
OFF-SU-10000898,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
OFF-BI-10001249,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
TEC-AC-10002718,Accessories,Belkin Standard 104 key USB Keyboard
TEC-PH-10002352,Phones,Avaya IP Phone 1140E VoIP phone
FUR-CH-10003774,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
OFF-AR-10000127,Art,Newell 321
TEC-PH-10003811,Phones,Jabra Supreme Plus Driver Edition Headset
OFF-BI-10002393,Binders,Binder Posts
FUR-TA-10002855,Tables,Bevis Round Conference Table Top & Single Column Base
OFF-EN-10000781,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
OFF-PA-10002160,Paper,Xerox 1978
OFF-AR-10002257,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
OFF-FA-10004395,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
OFF-AP-10002534,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
FUR-BO-10003034,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
OFF-ST-10000943,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
OFF-PA-10000533,Paper,Southworth Parchment Paper & Envelopes
OFF-ST-10001172,Storage,"Tennsco Lockers, Sand"
OFF-PA-10001661,Paper,Xerox 1922
OFF-BI-10004817,Binders,GBC Personal VeloBind Strips
FUR-CH-10003833,Chairs,Novimex Fabric Task Chair
FUR-FU-10003142,Furnishings,"Master Big Foot Doorstop, Beige"
TEC-AC-10001114,Accessories,Microsoft Wireless Mobile Mouse 4000
OFF-FA-10002975,Fasteners,Staples
OFF-ST-10003996,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
OFF-BI-10002571,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
OFF-PA-10000477,Paper,Xerox 1952
OFF-BI-10004209,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
TEC-AC-10002800,Accessories,Plantronics Audio 478 Stereo USB Headset
FUR-TA-10003954,Tables,Hon 94000 Series Round Tables
TEC-AC-10003289,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
TEC-PH-10002468,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations
OFF-LA-10000248,Labels,Avery 52
OFF-FA-10004076,Fasteners,Translucent Push Pins by OIC
OFF-LA-10004008,Labels,Avery 507
OFF-AR-10001177,Art,Newell 349
OFF-BI-10001718,Binders,GBC DocuBind P50 Personal Binding Machine
OFF-AR-10004602,Art,Boston KS Multi-Size Manual Pencil Sharpener
OFF-ST-10000078,Storage,Tennsco 6- and 18-Compartment Lockers
OFF-PA-10000357,Paper,Xerox 1888
OFF-AR-10004272,Art,Newell 308
TEC-PH-10001578,Phones,Polycom SoundStation2 EX Conference phone
OFF-ST-10003638,Storage,Mobile Personal File Cube
FUR-BO-10002213,Bookcases,DMI Eclipse Executive Suite Bookcases
OFF-EN-10003040,Envelopes,Quality Park Security Envelopes
TEC-PH-10000923,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
FUR-FU-10003623,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
OFF-AP-10000124,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor
OFF-AR-10004511,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
OFF-PA-10003883,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
TEC-PH-10002807,Phones,Motorla HX550 Universal Bluetooth Headset
FUR-FU-10002364,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
OFF-SU-10001664,Supplies,Acme Office Executive Series Stainless Steel Trimmers
FUR-TA-10003238,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
TEC-PH-10001536,Phones,Spigen Samsung Galaxy S5 Case Wallet
OFF-AR-10004956,Art,Newell 33
OFF-AR-10003696,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
OFF-PA-10000551,Paper,Array Memo Cubes
OFF-BI-10004506,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
OFF-PA-10000740,Paper,Xerox 1982
FUR-CH-10002084,Chairs,Hon Mobius Operator's Chair
OFF-AP-10000692,Appliances,Fellowes Mighty 8 Compact Surge Protector
OFF-AP-10000252,Appliances,Harmony HEPA Quiet Air Purifiers
FUR-FU-10004748,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
FUR-FU-10001473,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany"
OFF-AR-10000538,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
TEC-PH-10001079,Phones,Polycom SoundPoint Pro SE-225 Corded phone
OFF-AP-10003842,Appliances,Euro-Pro Shark Turbo Vacuum
FUR-CH-10000553,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
OFF-AR-10003469,Art,Nontoxic Chalk
OFF-PA-10003790,Paper,Xerox 1991
FUR-BO-10002202,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
OFF-AP-10002765,Appliances,Fellowes Advanced Computer Series Surge Protectors
OFF-ST-10003692,Storage,Recycled Steel Personal File for Hanging File Folders
TEC-PH-10001051,Phones,HTC One
OFF-AR-10000817,Art,Manco Dry-Lighter Erasable Highlighter
OFF-SU-10000952,Supplies,Fiskars Home & Office Scissors
FUR-FU-10004597,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
OFF-BI-10002982,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
OFF-PA-10004285,Paper,Xerox 1959
OFF-AP-10001391,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
OFF-PA-10000477,Paper,Xerox 22
TEC-PH-10001944,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
OFF-PA-10001776,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
TEC-AC-10004145,Accessories,Logitech diNovo Edge Keyboard
OFF-PA-10003919,Paper,Xerox 1989
OFF-PA-10002001,Paper,Xerox 1984
OFF-PA-10002787,Paper,Xerox 227
OFF-ST-10003123,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
FUR-FU-10000308,Furnishings,Deflect-o Glass Clear Studded Chair Mats
TEC-CO-10003763,Copiers,Canon PC1060 Personal Laser Copier
FUR-TA-10001866,Tables,Bevis Round Conference Room Tables and Bases
OFF-AP-10002222,Appliances,Staple holder
OFF-PA-10003971,Paper,Xerox 1965
OFF-AP-10004036,Appliances,Bionaire 99.97% HEPA Air Cleaner
OFF-AP-10002287,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
FUR-TA-10001950,Tables,Balt Solid Wood Round Tables
TEC-PH-10001527,Phones,Plantronics MX500i Earset
TEC-AC-10003095,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
TEC-AC-10000358,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
OFF-EN-10004147,Envelopes,Wausau Papers Astrobrights Colored Envelopes
FUR-FU-10001468,Furnishings,Tenex Antistatic Computer Chair Mats
OFF-PA-10000380,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
OFF-AP-10000026,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
OFF-PA-10003936,Paper,Xerox 1994
FUR-FU-10002501,Furnishings,Nu-Dell Executive Frame
OFF-AP-10001205,Appliances,Belkin 5 Outlet SurgeMaster Power Centers
OFF-PA-10000659,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
OFF-BI-10004141,Binders,Insertable Tab Indexes For Data Binders
OFF-BI-10000632,Binders,Satellite Sectional Post Binders
TEC-AC-10004864,Accessories,Memorex Micro Travel Drive 32 GB
TEC-MA-10000597,Machines,Lexmark S315 Color Inkjet Printer
OFF-PA-10002960,Paper,Xerox 1926
OFF-PA-10000919,Paper,Xerox 1918
OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
OFF-AP-10004540,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
FUR-CH-10001714,Chairs,"Global Leather & Oak Executive Chair, Burgundy"
FUR-FU-10002298,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
OFF-AR-10000315,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2"
OFF-FA-10000936,Fasteners,Acco Hot Clips Clips to Go
OFF-SU-10004768,Supplies,Acme Kleencut Forged Steel Scissors
OFF-PA-10002581,Paper,Xerox 1951
FUR-FU-10004848,Furnishings,DAX Solid Wood Frames
OFF-AP-10002403,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
OFF-AR-10003087,Art,Staples in misc. colors
TEC-PH-10000141,Phones,Clearsounds A400
TEC-CO-10000971,Copiers,Hewlett Packard 310 Color Digital Copier
OFF-FA-10001229,Fasteners,Staples
OFF-BI-10002437,Binders,Recycled Premium Regency Composition Covers
OFF-PA-10004255,Paper,Xerox 219
OFF-PA-10001184,Paper,Xerox 1903
TEC-AC-10002637,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
FUR-BO-10000780,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
TEC-PH-10003072,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
TEC-MA-10000112,Machines,Panasonic KX MB2061 Multifunction Printer
TEC-AC-10004171,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
FUR-TA-10002645,Tables,Hon Rectangular Conference Tables
OFF-BI-10003784,Binders,Computer Printout Index Tabs
OFF-BI-10001617,Binders,GBC Wire Binding Combs
FUR-CH-10002439,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
OFF-AP-10003057,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
FUR-TA-10000849,Tables,Bevis Rectangular Conference Tables
OFF-EN-10002973,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes
OFF-BI-10003963,Binders,Cardinal Holdit Data Disk Pockets
OFF-LA-10000081,Labels,Avery 496
OFF-PA-10000726,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
OFF-PA-10004983,Paper,Xerox 23
FUR-FU-10002107,Furnishings,Eldon Pizzaz Desk Accessories
FUR-BO-10002213,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
FUR-CH-10001190,Chairs,Global Deluxe High-Back Office Chair in Storm
TEC-AC-10000682,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
OFF-LA-10004545,Labels,Avery 50
OFF-SU-10002557,Supplies,Fiskars Spring-Action Scissors
TEC-PH-10000912,Phones,Anker 24W Portable Micro USB Car Charger
OFF-ST-10001837,Storage,"SAFCO Mobile Desk Side File, Wire Frame"
OFF-AR-10001473,Art,Newell 313
TEC-PH-10001835,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker
OFF-PA-10002245,Paper,Xerox 1895
OFF-EN-10004483,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
OFF-SU-10000151,Supplies,High Speed Automatic Electric Letter Opener
OFF-AP-10001293,Appliances,Belkin 8 Outlet Surge Protector
TEC-PH-10000675,Phones,Panasonic KX TS3282B Corded phone
OFF-ST-10003470,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
OFF-LA-10004559,Labels,Avery 49
OFF-AP-10002651,Appliances,Hoover Upright Vacuum With Dirt Cup
TEC-AC-10002550,Accessories,Maxell 4.7GB DVD-RW 3/Pack
OFF-BI-10000829,Binders,Avery Non-Stick Binders
TEC-PH-10002555,Phones,Nortel Meridian M5316 Digital phone
FUR-BO-10003450,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
FUR-FU-10004665,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
TEC-PH-10000369,Phones,HTC One Mini
TEC-AC-10001590,Accessories,Dell Slim USB Multimedia Keyboard
FUR-FU-10004909,Furnishings,Contemporary Wood/Metal Frame
FUR-BO-10004357,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases
TEC-AC-10000387,Accessories,KeyTronic KT800P2 - Keyboard - Black
OFF-BI-10001308,Binders,GBC Standard Plastic Binding Systems' Combs
OFF-AP-10002734,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room
FUR-FU-10004587,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
TEC-PH-10004833,Phones,Macally Suction Cup Mount
FUR-FU-10001847,Furnishings,Eldon Image Series Black Desk Accessories
FUR-FU-10002045,Furnishings,"Executive Impressions 14"""
FUR-FU-10004671,Furnishings,"Executive Impressions 12"" Wall Clock"
FUR-TA-10003569,Tables,Bretford CR8500 Series Meeting Room Furniture
TEC-PH-10002310,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
OFF-PA-10001752,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
TEC-MA-10003356,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
OFF-AR-10003727,Art,Berol Giant Pencil Sharpener
TEC-AC-10001635,Accessories,KeyTronic KT400U2 - Keyboard - Black
OFF-LA-10003663,Labels,Avery 498
TEC-CO-10004722,Copiers,Canon imageCLASS 2200 Advanced Copier
TEC-MA-10002210,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop
OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders
FUR-CH-10002017,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
FUR-FU-10003829,Furnishings,Stackable Trays
OFF-PA-10000697,Paper,"TOPS Voice Message Log Book, Flash Format"
OFF-AR-10004691,Art,Boston 1730 StandUp Electric Pencil Sharpener
FUR-FU-10004270,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"
OFF-BI-10000948,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
OFF-PA-10000223,Paper,Xerox 2000
OFF-PA-10000062,Paper,Green Bar Computer Printout Paper
FUR-BO-10003404,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"
OFF-BI-10004233,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
TEC-PH-10002834,Phones,Google Nexus 5
FUR-CH-10003761,Chairs,Global Italian Leather Office Chair
OFF-PA-10004665,Paper,Advantus Motivational Note Cards
OFF-BI-10001196,Binders,"Avery Flip-Chart Easel Binder, Black"
TEC-MA-10002981,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner
TEC-PH-10003601,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
OFF-BI-10002003,Binders,Ibico Presentation Index for Binding Systems
OFF-PA-10003016,Paper,"Adams ""While You Were Out"" Message Pads"
OFF-PA-10002246,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
TEC-PH-10002890,Phones,AT&T 17929 Lendline Telephone
TEC-MA-10003626,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
TEC-MA-10002412,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
OFF-AR-10003183,Art,Avery Fluorescent Highlighter Four-Color Set
OFF-PA-10002319,Paper,Xerox 1944
OFF-PA-10001246,Paper,Xerox 215
OFF-PA-10001815,Paper,Xerox 1885
FUR-FU-10001876,Furnishings,"Computer Room Manger, 14"""
TEC-PH-10004531,Phones,AT&T CL2909
TEC-PH-10000673,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
TEC-PH-10002075,Phones,AT&T EL51110 DECT
TEC-PH-10003691,Phones,BlackBerry Q10
OFF-SU-10000157,Supplies,Compact Automatic Electric Letter Opener
TEC-AC-10004227,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
TEC-AC-10004127,Accessories,SanDisk Cruzer 8 GB USB Flash Drive
FUR-CH-10002758,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
OFF-ST-10000532,Storage,Advantus Rolling Drawer Organizers
TEC-AC-10003709,Accessories,Maxell 4.7GB DVD-R 5/Pack
OFF-BI-10003166,Binders,GBC Plasticlear Binding Covers
OFF-ST-10004835,Storage,Plastic Stacking Crates & Casters
OFF-AP-10000159,Appliances,Belkin F9M820V08 8 Outlet Surge
OFF-AP-10001242,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
TEC-AC-10003433,Accessories,Maxell 4.7GB DVD+R 5/Pack
TEC-PH-10003187,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
OFF-FA-10002763,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
OFF-PA-10004239,Paper,Xerox 1953
OFF-PA-10004782,Paper,Xerox 228
FUR-FU-10001185,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
OFF-PA-10003270,Paper,Xerox 1954
OFF-PA-10002421,Paper,Embossed Ink Jet Note Cards
OFF-PA-10002923,Paper,Xerox 1942
OFF-ST-10001128,Storage,"Carina Mini System Audio Rack, Model AR050B"
OFF-PA-10000520,Paper,Xerox 201
FUR-FU-10003832,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
FUR-FU-10000409,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
TEC-PH-10004389,Phones,Nokia Lumia 925
OFF-SU-10000946,Supplies,Staple remover
FUR-FU-10001546,Furnishings,Dana Swing-Arm Lamps
OFF-PA-10000791,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
OFF-PA-10003739,Paper,Xerox 1969
FUR-FU-10000771,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
OFF-ST-10002615,Storage,"Dual Level, Single-Width Filing Carts"
OFF-PA-10000327,Paper,Xerox 1971
OFF-EN-10003286,Envelopes,Staple envelope
OFF-AR-10003772,Art,Boston 16750 Black Compact Battery Pencil Sharpener
OFF-AR-10003338,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
FUR-FU-10002116,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
FUR-CH-10000422,Chairs,Global Highback Leather Tilter in Burgundy
FUR-FU-10002685,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
FUR-FU-10004963,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
OFF-BI-10000174,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
FUR-CH-10004875,Chairs,Harbour Creations 67200 Series Stacking Chairs
FUR-FU-10000305,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
TEC-PH-10001459,Phones,Samsung Galaxy Mega 6.3
FUR-FU-10002445,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
OFF-PA-10000213,Paper,Xerox 198
FUR-CH-10001797,Chairs,"Safco Chair Connectors, 6/Carton"
OFF-PA-10003848,Paper,Xerox 1997
FUR-FU-10000755,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
OFF-BI-10004654,Binders,VariCap6 Expandable Binder
FUR-FU-10000550,Furnishings,Stacking Trays by OIC
TEC-MA-10004521,Machines,Epson Perfection V600 Photo Scanner
OFF-BI-10003655,Binders,Durable Pressboard Binders
OFF-AP-10003779,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
OFF-FA-10002701,Fasteners,Alliance Rubber Bands
OFF-BI-10002799,Binders,"SlimView Poly Binder, 3/8"""
OFF-AR-10003582,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
FUR-FU-10004666,Furnishings,DAX Clear Channel Poster Frame
OFF-EN-10002312,Envelopes,#10 Self-Seal White Envelopes
FUR-CH-10002320,Chairs,Hon Pagoda Stacking Chairs
OFF-AR-10001216,Art,Newell 339
FUR-FU-10003247,Furnishings,36X48 HARDFLOOR CHAIRMAT
FUR-TA-10003837,Tables,Anderson Hickey Conga Table Tops & Accessories
TEC-PH-10002350,Phones,Apple EarPods with Remote and Mic
TEC-AC-10000397,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
TEC-AC-10004001,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
OFF-PA-10001534,Paper,Xerox 230
FUR-FU-10002379,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets
TEC-PH-10000526,Phones,Vtech CS6719
OFF-PA-10001977,Paper,Xerox 194
FUR-BO-10003660,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
OFF-BI-10001267,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
OFF-PA-10002741,Paper,Xerox 1980
OFF-PA-10001471,Paper,Strathmore Photo Frame Cards
TEC-MA-10001972,Machines,Okidata C331dn Printer
FUR-FU-10003464,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
TEC-PH-10002200,Phones,Aastra 6757i CT Wireless VoIP phone
OFF-PA-10004438,Paper,Xerox 1907
FUR-FU-10004586,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
TEC-PH-10004908,Phones,Panasonic KX TS3282W Corded phone
FUR-CH-10004495,Chairs,"Global Leather and Oak Executive Chair, Black"
TEC-MA-10000418,Machines,Cubify CubeX 3D Printer Double Head Print
OFF-BI-10004600,Binders,Ibico Ibimaster 300 Manual Binding System
OFF-BI-10004040,Binders,Wilson Jones Impact Binders
OFF-AR-10001615,Art,Newell 34
TEC-PH-10001299,Phones,Polycom CX300 Desktop Phone USB VoIP phone
OFF-AR-10004260,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
OFF-EN-10004773,Envelopes,Staple envelope
OFF-BI-10001787,Binders,Wilson Jones Four-Pocket Poly Binders
OFF-ST-10002957,Storage,Sterilite Show Offs Storage Containers
OFF-FA-10001883,Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
TEC-PH-10001644,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
OFF-LA-10000407,Labels,Avery White Multi-Purpose Labels
TEC-AC-10000420,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
OFF-EN-10004846,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
OFF-SU-10003567,Supplies,Stiletto Hand Letter Openers
OFF-ST-10002301,Storage,Tennsco Commercial Shelving
TEC-PH-10003095,Phones,Samsung HM1900 Bluetooth Headset
TEC-PH-10004912,Phones,Cisco SPA112 2 Port Phone Adapter
OFF-AR-10000799,Art,Col-Erase Pencils with Erasers
OFF-PA-10004609,Paper,Xerox 221
TEC-PH-10003171,Phones,Plantronics Encore H101 Dual Earpieces Headset
OFF-AP-10000595,Appliances,Disposable Triple-Filter Dust Bags
TEC-AC-10003399,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
TEC-MA-10002428,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
